config,workload,total_energy,nrh,baseline_energy,normalized_energy
Hydra,459.GemsFDTD,23810486.2618125,125,22350096.805874992,1.0653415270914455
REGA,459.GemsFDTD,23262786.220874995,1000,22350096.805874992,1.040836038560696
REGA,459.GemsFDTD,25340715.042,500,22350096.805874992,1.1338078426281755
REGA,459.GemsFDTD,32060194.893562496,250,22350096.805874992,1.4344544084988073
REGA,459.GemsFDTD,54273459.69506249,125,22350096.805874992,2.4283321976840857
PARA,459.GemsFDTD,23170512.829125002,1000,22350096.805874992,1.0367074930536477
PARA,459.GemsFDTD,24098511.690375,500,22350096.805874992,1.0782285150568303
PARA,459.GemsFDTD,26384110.182562497,250,22350096.805874992,1.1804919867562773
PARA,459.GemsFDTD,33789409.147687495,125,22350096.805874992,1.51182383866926
Baseline,ycsb_aserver,8860324.1743125,0,8860324.1743125,1.0
CoMeT,ycsb_aserver,8860294.3245,125,8860324.1743125,0.9999966310699346
CoMeT,ycsb_aserver,8860324.1743125,250,8860324.1743125,1.0
CoMeT,ycsb_aserver,8860324.1743125,500,8860324.1743125,1.0
CoMeT,ycsb_aserver,8860324.1743125,1000,8860324.1743125,1.0
Graphene,ycsb_aserver,8860324.1743125,1000,8860324.1743125,1.0
Graphene,ycsb_aserver,8860324.1743125,500,8860324.1743125,1.0
Graphene,ycsb_aserver,8860324.1743125,250,8860324.1743125,1.0
Graphene,ycsb_aserver,8861136.880875,125,8860324.1743125,1.0000917242469363
Hydra,ycsb_aserver,8860324.1743125,1000,8860324.1743125,1.0
Hydra,ycsb_aserver,8861149.668375,500,8860324.1743125,1.000093167478555
Hydra,ycsb_aserver,8910130.8255,250,8860324.1743125,1.0056213125171987
Hydra,ycsb_aserver,9184587.579375,125,8860324.1743125,1.0365972394105616
REGA,ycsb_aserver,9032945.2393125,1000,8860324.1743125,1.0194824773455191
REGA,ycsb_aserver,9434634.2731875,500,8860324.1743125,1.0648181813189201
REGA,ycsb_aserver,10686715.851750001,250,8860324.1743125,1.2061314734660051
REGA,ycsb_aserver,14756891.0488125,125,8860324.1743125,1.665502385521637
PARA,ycsb_aserver,9071857.844437502,1000,8860324.1743125,1.0238742585444303
PARA,ycsb_aserver,9302344.621875001,500,8860324.1743125,1.0498876157199744
PARA,ycsb_aserver,9831482.3308125,250,8860324.1743125,1.1096075197017672
PARA,ycsb_aserver,11319760.361624997,125,8860324.1743125,1.2775785782694946
Baseline,bfs_dblp,111715061.72643746,0,111715061.72643746,1.0
CoMeT,bfs_dblp,121466383.9959375,125,111715061.72643746,1.0872874446722198
CoMeT,bfs_dblp,117937675.307625,250,111715061.72643746,1.0557007576688735
CoMeT,bfs_dblp,115694328.3706875,500,111715061.72643746,1.0356197864706398
CoMeT,bfs_dblp,112062194.50687501,1000,111715061.72643746,1.0031073050945234
Graphene,bfs_dblp,111715061.72643746,1000,111715061.72643746,1.0
Graphene,bfs_dblp,112781756.00625,500,111715061.72643746,1.0095483479427743
Graphene,bfs_dblp,113863181.90493749,250,111715061.72643746,1.019228563680699
Graphene,bfs_dblp,117112350.8413125,125,111715061.72643746,1.0483129940713962
Hydra,bfs_dblp,116332664.29668748,1000,111715061.72643746,1.0413337512318381
Hydra,bfs_dblp,117598996.79175,500,111715061.72643746,1.0526691296086899
Hydra,bfs_dblp,118451603.1189375,250,111715061.72643746,1.060301102540642
Hydra,bfs_dblp,120782509.14806251,125,111715061.72643746,1.081165845334526
REGA,bfs_dblp,126784588.93143748,1000,111715061.72643746,1.1348925290119032
REGA,bfs_dblp,158195869.648125,500,111715061.72643746,1.4160657229506575
REGA,bfs_dblp,256015475.3115,250,111715061.72643746,2.291682709162517
REGA,bfs_dblp,575828883.2953125,125,111715061.72643746,5.154442690148397
PARA,bfs_dblp,124004256.333,1000,111715061.72643746,1.1100048141821355
PARA,bfs_dblp,135878108.96006244,500,111715061.72643746,1.216291759232916
PARA,bfs_dblp,163115814.778875,250,111715061.72643746,1.4601058465894712
PARA,bfs_dblp,247913673.96562502,125,111715061.72643746,2.219160694488128
Baseline,ycsb_eserver,8039063.608499998,0,8039063.608499998,1.0
CoMeT,ycsb_eserver,8110708.815749999,125,8039063.608499998,1.0089121333950197
CoMeT,ycsb_eserver,8044264.914562498,250,8039063.608499998,1.0006470039690942
CoMeT,ycsb_eserver,8039063.608499998,500,8039063.608499998,1.0
CoMeT,ycsb_eserver,8039063.608499998,1000,8039063.608499998,1.0
Graphene,ycsb_eserver,8039063.608499998,1000,8039063.608499998,1.0
Graphene,ycsb_eserver,8039063.608499998,500,8039063.608499998,1.0
Graphene,ycsb_eserver,8056492.7445,250,8039063.608499998,1.0021680554911363
Graphene,ycsb_eserver,8113873.741687499,125,8039063.608499998,1.0093058267518125
Hydra,ycsb_eserver,8039063.608499998,1000,8039063.608499998,1.0
Hydra,ycsb_eserver,8048133.265499999,500,8039063.608499998,1.001128198188457
Hydra,ycsb_eserver,8188673.715750001,250,8039063.608499998,1.0186103897836827
Hydra,ycsb_eserver,8269260.153937501,125,8039063.608499998,1.0286347461157177
REGA,ycsb_eserver,8143952.5335,1000,8039063.608499998,1.0130474057810785
REGA,ycsb_eserver,8402777.821125,500,8039063.608499998,1.0452433554873772
REGA,ycsb_eserver,9195168.12675,250,8039063.608499998,1.1438108434703278
REGA,ycsb_eserver,11796873.878249997,125,8039063.608499998,1.4674437786232626
PARA,ycsb_eserver,8193802.977562499,1000,8039063.608499998,1.0192484319814175
PARA,ycsb_eserver,8358590.109749999,500,8039063.608499998,1.0397467313123576
PARA,ycsb_eserver,8727427.535249999,250,8039063.608499998,1.0856273765544247
PARA,ycsb_eserver,9767446.578187501,125,8039063.608499998,1.2149980462724563
Baseline,GeoMean,,0,,1.0
CoMeT,GeoMean,,125,,1.0325965349631976
CoMeT,GeoMean,,250,,1.013899837744534
CoMeT,GeoMean,,500,,1.006070821364209
CoMeT,GeoMean,,1000,,1.0013719124151674
Graphene,GeoMean,,125,,1.0177951006262531
Graphene,GeoMean,,250,,1.0073251242868333
Graphene,GeoMean,,500,,1.0029252122434473
Graphene,GeoMean,,1000,,1.0007580838614736
Hydra,GeoMean,,125,,1.057886115593633
Hydra,GeoMean,,250,,1.0303904386045748
Hydra,GeoMean,,500,,1.0146717969894203
Hydra,GeoMean,,1000,,1.0074545808928075
PARA,GeoMean,,125,,1.3901832149117908
PARA,GeoMean,,250,,1.1553695388140728
PARA,GeoMean,,500,,1.0728359254193152
PARA,GeoMean,,1000,,1.0360806094377653
REGA,GeoMean,,125,,2.04609748720782
REGA,GeoMean,,250,,1.3666062385112725
REGA,GeoMean,,500,,1.122911936250839
REGA,GeoMean,,1000,,1.0369515194131076
